id_producto;id_producto_alternativo;id_subcategoria_producto;desc_producto_english;desc_producto;costo;producto_terminado?;Color;nivel_Stock_seguridad;punto_reorden;precio_lista;talle;rango_talle;peso;dias_necesarios_producir;linea_producto;precio_proveedor;clase;estilo;modelo;fecha_inicio;fecha_fin;estado;EnglishProductSubcategoryName;desc_subcategoria;id_categoria_producto;EnglishProductCategoryName;desc_categoria
407;HB-R956;4;HL Road Handlebars;Hl Manillares De Carretera;48,5453;VERDADERO;NA;500;375;109,3364;;NA;;1;R ;65,6018;H ;;HL Road Handlebars;01/07/2012 0:00;27/12/2008 0:00;;Handlebars;Barra;2;Components;Componente
408;HB-R956;4;HL Road Handlebars;Hl Manillares De Carretera;53,3999;VERDADERO;NA;500;375;120,27;;NA;;1;R ;72,162;H ;;HL Road Handlebars;01/07/2013 0:00;;Activo;Handlebars;Barra;2;Components;Componente
409;FR-M63B-38;12;ML Mountain Frame - Black, 38;Marco Ml Montaña - Negro, 38;185,8193;VERDADERO;Negro;500;375;348,76;38;38-40 CM;2,73;2;M ;209,256;M ;U ;ML Mountain Frame-W;01/07/2012 0:00;27/12/2008 0:00;;Mountain Frames;Cuadro de montaña;2;Components;Componente
410;FW-M423;17;LL Mountain Front Wheel;Ll Rueda Delantera Montaña;26,9708;VERDADERO;Negro;500;375;60,745;;NA;;1;M ;36,447;L ;;LL Mountain Front Wheel;01/07/2012 0:00;27/12/2008 0:00;;Wheels;Rueda;2;Components;Componente
411;FW-M762;17;ML Mountain Front Wheel;Ml Rueda Delantera Montaña;92,8071;VERDADERO;Negro;500;375;209,025;;NA;;1;M ;125,415;M ;;ML Mountain Front Wheel;01/07/2012 0:00;27/12/2008 0:00;;Wheels;Rueda;2;Components;Componente
412;FW-M928;17;HL Mountain Front Wheel;Hl Rueda Delantera De La Montaña;133,2955;VERDADERO;Negro;500;375;300,215;;NA;;1;M ;180,129;H ;;HL Mountain Front Wheel;01/07/2012 0:00;27/12/2008 0:00;;Wheels;Rueda;2;Components;Componente
413;FW-R623;17;LL Road Front Wheel;Ll Rueda Delantera Carretera;37,9909;VERDADERO;Negro;500;375;85,565;;NA;900;1;R ;51,339;L ;;LL Road Front Wheel;01/07/2012 0:00;27/12/2008 0:00;;Wheels;Rueda;2;Components;Componente
414;FW-R762;17;ML Road Front Wheel;Ml Rueda Delantera Carretera;110,2829;VERDADERO;Negro;500;375;248,385;;NA;850;1;R ;149,031;M ;;ML Road Front Wheel;01/07/2012 0:00;27/12/2008 0:00;;Wheels;Rueda;2;Components;Componente
415;FW-R820;17;HL Road Front Wheel;Hl Rueda Delantera Carretera;146,5466;VERDADERO;Negro;500;375;330,06;;NA;650;1;R ;198,036;H ;;HL Road Front Wheel;01/07/2012 0:00;27/12/2008 0:00;;Wheels;Rueda;2;Components;Componente
416;FW-T905;17;Touring Front Wheel;Gira La Rueda Delantera;96,7964;VERDADERO;Negro;500;375;218,01;;NA;;1;T ;130,806;;;Touring Front Wheel;01/07/2012 0:00;27/12/2008 0:00;;Wheels;Rueda;2;Components;Componente
417;FR-R72Y-38;14;ML Road Frame-W - Yellow, 38;Ml Carretera Frame-W - Amarillo, 38;300,1188;VERDADERO;Amarillo;500;375;540,7545;38;38-40 CM;2,18;2;R ;324,4527;M ;W ;ML Road Frame-W;01/07/2012 0:00;27/12/2008 0:00;;Road Frames;Cuadro de carretera;2;Components;Componente
418;FR-R72Y-38;14;ML Road Frame-W - Yellow, 38;Ml Carretera Frame-W - Amarillo, 38;360,9428;VERDADERO;Amarillo;500;375;594,83;38;38-40 CM;2,18;2;R ;356,898;M ;W ;ML Road Frame-W;01/07/2013 0:00;;Activo;Road Frames;Cuadro de carretera;2;Components;Componente
419;RW-M423;17;LL Mountain Rear Wheel;Rueda Trasera De La Montaña Ll;38,9588;VERDADERO;Negro;500;375;87,745;;NA;;1;M ;52,647;L ;;LL Mountain Rear Wheel;01/07/2012 0:00;27/12/2008 0:00;;Wheels;Rueda;2;Components;Componente
420;RW-M762;17;ML Mountain Rear Wheel;Rueda Trasera De La Montaña Ml;104,7951;VERDADERO;Negro;500;375;236,025;;NA;;1;M ;141,615;M ;;ML Mountain Rear Wheel;01/07/2012 0:00;27/12/2008 0:00;;Wheels;Rueda;2;Components;Componente
421;RW-M928;17;HL Mountain Rear Wheel;Rueda Trasera De La Montaña Hl;145,2835;VERDADERO;Negro;500;375;327,215;;NA;;1;M ;196,329;H ;;HL Mountain Rear Wheel;01/07/2012 0:00;27/12/2008 0:00;;Wheels;Rueda;2;Components;Componente
422;RW-R623;17;LL Road Rear Wheel;Rueda Trasera Carretera Ll;49,9789;VERDADERO;Negro;500;375;112,565;;NA;1050;1;R ;67,539;L ;;LL Road Rear Wheel;01/07/2012 0:00;27/12/2008 0:00;;Wheels;Rueda;2;Components;Componente
423;RW-R762;17;ML Road Rear Wheel;Rueda Trasera Carretera Ml;122,2709;VERDADERO;Negro;500;375;275,385;;NA;1000;1;R ;165,231;M ;;ML Road Rear Wheel;01/07/2012 0:00;27/12/2008 0:00;;Wheels;Rueda;2;Components;Componente
424;RW-R820;17;HL Road Rear Wheel;Rueda Trasera Carretera Hl;158,5346;VERDADERO;Negro;500;375;357,06;;NA;890;1;R ;214,236;H ;;HL Road Rear Wheel;01/07/2012 0:00;27/12/2008 0:00;;Wheels;Rueda;2;Components;Componente
425;RW-T905;17;Touring Rear Wheel;La Rueda Trasera Gira;108,7844;VERDADERO;Negro;500;375;245,01;;NA;;1;T ;147,006;;;Touring Rear Wheel;01/07/2012 0:00;27/12/2008 0:00;;Wheels;Rueda;2;Components;Componente
426;FR-M63B-40;12;ML Mountain Frame - Black, 40;Marco Ml Montaña - Negro, 40;185,8193;VERDADERO;Negro;500;375;348,76;40;38-40 CM;2,77;1;M ;209,256;M ;U ;ML Mountain Frame;01/07/2012 0:00;27/12/2008 0:00;;Mountain Frames;Cuadro de montaña;2;Components;Componente
427;FR-M63B-44;12;ML Mountain Frame - Black, 44;Marco Ml Montaña - Negro, 44;185,8193;VERDADERO;Negro;500;375;348,76;44;42-46 CM;2,81;1;M ;209,256;M ;U ;ML Mountain Frame;01/07/2012 0:00;27/12/2008 0:00;;Mountain Frames;Cuadro de montaña;2;Components;Componente
428;FR-M63B-48;12;ML Mountain Frame - Black, 48;Marco Ml Montaña - Negro, 48;185,8193;VERDADERO;Negro;500;375;348,76;48;48-52 CM;2,85;1;M ;209,256;M ;U ;ML Mountain Frame;01/07/2012 0:00;27/12/2008 0:00;;Mountain Frames;Cuadro de montaña;2;Components;Componente
429;FR-R72Y-40;14;ML Road Frame-W - Yellow, 40;Ml Carretera Frame-W - Amarillo, 40;300,1188;VERDADERO;Amarillo;500;375;540,7545;40;38-40 CM;2,22;1;R ;324,4527;M ;W ;ML Road Frame-W;01/07/2012 0:00;27/12/2008 0:00;;Road Frames;Cuadro de carretera;2;Components;Componente
430;FR-R72Y-40;14;ML Road Frame-W - Yellow, 40;Ml Carretera Frame-W - Amarillo, 40;360,9428;VERDADERO;Amarillo;500;375;594,83;40;38-40 CM;2,22;1;R ;356,898;M ;W ;ML Road Frame-W;01/07/2013 0:00;;Activo;Road Frames;Cuadro de carretera;2;Components;Componente
431;FR-R72Y-42;14;ML Road Frame-W - Yellow, 42;Ml Carretera Frame-W - Amarillo, 42;300,1188;VERDADERO;Amarillo;500;375;540,7545;42;42-46 CM;2,26;1;R ;324,4527;M ;W ;ML Road Frame-W;01/07/2012 0:00;27/12/2008 0:00;;Road Frames;Cuadro de carretera;2;Components;Componente
432;FR-R72Y-42;14;ML Road Frame-W - Yellow, 42;Ml Carretera Frame-W - Amarillo, 42;360,9428;VERDADERO;Amarillo;500;375;594,83;42;42-46 CM;2,26;1;R ;356,898;M ;W ;ML Road Frame-W;01/07/2013 0:00;;Activo;Road Frames;Cuadro de carretera;2;Components;Componente
433;FR-R72Y-44;14;ML Road Frame-W - Yellow, 44;Ml Carretera Frame-W - Amarillo, 44;300,1188;VERDADERO;Amarillo;500;375;540,7545;44;42-46 CM;2,3;1;R ;324,4527;M ;W ;ML Road Frame-W;01/07/2012 0:00;27/12/2008 0:00;;Road Frames;Cuadro de carretera;2;Components;Componente
434;FR-R72Y-44;14;ML Road Frame-W - Yellow, 44;Ml Carretera Frame-W - Amarillo, 44;360,9428;VERDADERO;Amarillo;500;375;594,83;44;42-46 CM;2,3;1;R ;356,898;M ;W ;ML Road Frame-W;01/07/2013 0:00;;Activo;Road Frames;Cuadro de carretera;2;Components;Componente
435;FR-R72Y-48;14;ML Road Frame-W - Yellow, 48;Ml Carretera Frame-W - Amarillo, 48;300,1188;VERDADERO;Amarillo;500;375;540,7545;48;48-52 CM;2,34;1;R ;324,4527;M ;W ;ML Road Frame-W;01/07/2012 0:00;27/12/2008 0:00;;Road Frames;Cuadro de carretera;2;Components;Componente
436;FR-R72Y-48;14;ML Road Frame-W - Yellow, 48;Ml Carretera Frame-W - Amarillo, 48;360,9428;VERDADERO;Amarillo;500;375;594,83;48;48-52 CM;2,34;1;R ;356,898;M ;W ;ML Road Frame-W;01/07/2013 0:00;;Activo;Road Frames;Cuadro de carretera;2;Components;Componente
437;FR-R92B-62;14;HL Road Frame - Black, 62;Marco Hl Road - Negro, 62;722,2568;VERDADERO;Negro;500;375;1301,3636;62;60-62 CM;2,3;1;R ;780,8182;H ;U ;HL Road Frame;01/07/2012 0:00;27/12/2008 0:00;;Road Frames;Cuadro de carretera;2;Components;Componente
438;FR-R92B-62;14;HL Road Frame - Black, 62;Marco Hl Road - Negro, 62;868,6342;VERDADERO;Negro;500;375;1431,5;62;60-62 CM;2,3;1;R ;858,9;H ;U ;HL Road Frame;01/07/2013 0:00;;Activo;Road Frames;Cuadro de carretera;2;Components;Componente
439;FR-R92B-44;14;HL Road Frame - Black, 44;Marco Hl Road - Negro, 44;722,2568;VERDADERO;Negro;500;375;1301,3636;44;42-46 CM;2,12;1;R ;780,8182;H ;U ;HL Road Frame;01/07/2012 0:00;27/12/2008 0:00;;Road Frames;Cuadro de carretera;2;Components;Componente
440;FR-R92B-44;14;HL Road Frame - Black, 44;Marco Hl Road - Negro, 44;868,6342;VERDADERO;Negro;500;375;1431,5;44;42-46 CM;2,12;1;R ;858,9;H ;U ;HL Road Frame;01/07/2013 0:00;;Activo;Road Frames;Cuadro de carretera;2;Components;Componente
441;FR-R92B-48;14;HL Road Frame - Black, 48;Marco Hl Road - Negro, 48;722,2568;VERDADERO;Negro;500;375;1301,3636;48;48-52 CM;2,16;1;R ;780,8182;H ;U ;HL Road Frame;01/07/2012 0:00;27/12/2008 0:00;;Road Frames;Cuadro de carretera;2;Components;Componente
442;FR-R92B-48;14;HL Road Frame - Black, 48;Marco Hl Road - Negro, 48;868,6342;VERDADERO;Negro;500;375;1431,5;48;48-52 CM;2,16;1;R ;858,9;H ;U ;HL Road Frame;01/07/2013 0:00;;Activo;Road Frames;Cuadro de carretera;2;Components;Componente
443;FR-R92B-52;14;HL Road Frame - Black, 52;Marco Hl Road - Negro, 52;722,2568;VERDADERO;Negro;500;375;1301,3636;52;48-52 CM;2,2;1;R ;780,8182;H ;U ;HL Road Frame;01/07/2012 0:00;27/12/2008 0:00;;Road Frames;Cuadro de carretera;2;Components;Componente
444;FR-R92B-52;14;HL Road Frame - Black, 52;Marco Hl Road - Negro, 52;868,6342;VERDADERO;Negro;500;375;1431,5;52;48-52 CM;2,2;1;R ;858,9;H ;U ;HL Road Frame;01/07/2013 0:00;;Activo;Road Frames;Cuadro de carretera;2;Components;Componente
445;SH-M897-S;22;Men's Sports Shorts, S;Hombres Pantalón Corto, S;24,7459;VERDADERO;Negro;4;3;59,99;S;S;;0;S ;35,994;;M ;Men's Sports Shorts;01/07/2012 0:00;27/12/2008 0:00;;Shorts;Pantalones cortos;3;Clothing;Prenda
446;PA-T100;35;Touring-Panniers, Large;Touring-Alforjas, Grande;51,5625;VERDADERO;Gris;4;3;125;;NA;;0;T ;75;;;Touring-Panniers;01/07/2012 0:00;27/12/2008 0:00;;Panniers;Cesta;4;Accessories;Accesorio
447;LO-C100;34;Cable Lock;Cable Lock;10,3125;VERDADERO;NA;4;3;25;;NA;;0;S ;15;;;Cable Lock;01/07/2012 0:00;27/12/2008 0:00;;Locks;Candado;4;Accessories;Accesorio
448;PU-0452;36;Minipump;Minibomba;8,2459;VERDADERO;NA;4;3;19,99;;NA;;0;S ;11,994;;;Minipump;01/07/2012 0:00;27/12/2008 0:00;;Pumps;Bomba;4;Accessories;Accesorio
449;PU-M044;36;Mountain Pump;Bomba De Montaña;10,3084;VERDADERO;NA;4;3;24,99;;NA;;0;M ;14,994;;;Mountain Pump;01/07/2012 0:00;27/12/2008 0:00;;Pumps;Bomba;4;Accessories;Accesorio
450;LT-T990;33;Taillights - Battery-Powered;Las Luces Traseras - Con Pilas De La;5,7709;VERDADERO;NA;4;3;13,99;;NA;;0;R ;8,394;;;Taillight;01/07/2012 0:00;27/12/2008 0:00;;Lights;Luz;4;Accessories;Accesorio
451;LT-H902;33;Headlights - Dual-Beam;Faros - Dual-Beam;14,4334;VERDADERO;NA;4;3;34,99;;NA;;0;R ;20,994;;;Headlights - Dual-Beam;01/07/2012 0:00;27/12/2008 0:00;;Lights;Luz;4;Accessories;Accesorio
452;LT-H903;33;Headlights - Weatherproof;Faros - Resistente A La Intemperie;18,5584;VERDADERO;NA;4;3;44,99;;NA;;0;R ;26,994;;;Headlights - Weatherproof;01/07/2012 0:00;27/12/2008 0:00;;Lights;Luz;4;Accessories;Accesorio
453;SH-M897-M;22;Men's Sports Shorts, M;Hombres Pantalón Corto, M;24,7459;VERDADERO;Negro;4;3;59,99;M;M;;0;S ;35,994;;M ;Men's Sports Shorts;01/07/2012 0:00;27/12/2008 0:00;;Shorts;Pantalones cortos;3;Clothing;Prenda
454;SH-M897-L;22;Men's Sports Shorts, L;Hombres Pantalón Corto, L;24,7459;VERDADERO;Negro;4;3;59,99;L;L;;0;S ;35,994;;M ;Men's Sports Shorts;01/07/2012 0:00;27/12/2008 0:00;;Shorts;Pantalones cortos;3;Clothing;Prenda
455;SH-M897-X;22;Men's Sports Shorts, XL;Hombres Pantalón Corto, Xl;24,7459;VERDADERO;Negro;4;3;59,99;XL;XL;;0;S ;35,994;;M ;Men's Sports Shorts;01/07/2012 0:00;27/12/2008 0:00;;Shorts;Pantalones cortos;3;Clothing;Prenda
456;TG-W091-S;24;Women's Tights, S;Medias De Las Mujeres, S;30,9334;VERDADERO;Negro;4;3;74,99;S;S;;0;S ;44,994;;W ;Women's Tights;01/07/2012 0:00;27/12/2008 0:00;;Tights;Mallas;3;Clothing;Prenda
457;TG-W091-M;24;Women's Tights, M;Medias De Las Mujeres, M;30,9334;VERDADERO;Negro;4;3;74,99;M;M;;0;S ;44,994;;W ;Women's Tights;01/07/2012 0:00;27/12/2008 0:00;;Tights;Mallas;3;Clothing;Prenda
458;TG-W091-L;24;Women's Tights, L;Medias De Las Mujeres, L;30,9334;VERDADERO;Negro;4;3;74,99;L;L;;0;S ;44,994;;W ;Women's Tights;01/07/2012 0:00;27/12/2008 0:00;;Tights;Mallas;3;Clothing;Prenda
459;SB-M891-S;18;Men's Bib-Shorts, S;Hombres Bib-Cortos, S;37,1209;VERDADERO;Multicolor;4;3;89,99;S;S;;0;S ;53,994;;M ;Men's Bib-Shorts;01/07/2012 0:00;27/12/2008 0:00;;Bib-Shorts;Culote corto;3;Clothing;Prenda
460;SB-M891-M;18;Men's Bib-Shorts, M;Hombres Bib-Pantalones Cortos, H;37,1209;VERDADERO;Multicolor;4;3;89,99;M;M;;0;S ;53,994;;M ;Men's Bib-Shorts;01/07/2012 0:00;27/12/2008 0:00;;Bib-Shorts;Culote corto;3;Clothing;Prenda
461;SB-M891-L;18;Men's Bib-Shorts, L;Hombres Bib-Cortos, L;37,1209;VERDADERO;Multicolor;4;3;89,99;L;L;;0;S ;53,994;;M ;Men's Bib-Shorts;01/07/2012 0:00;27/12/2008 0:00;;Bib-Shorts;Culote corto;3;Clothing;Prenda
462;GL-H102-S;20;Half-Finger Gloves, S;Guantes Medio Dedo, S;9,7136;VERDADERO;Negro;4;3;23,5481;S;S;;0;S ;14,1289;;U ;Half-Finger Gloves;01/07/2012 0:00;27/12/2008 0:00;;Gloves;Guantes;3;Clothing;Prenda
463;GL-H102-S;20;Half-Finger Gloves, S;Guantes Medio Dedo, S;9,1593;VERDADERO;Negro;4;3;24,49;S;S;;0;S ;14,694;;U ;Half-Finger Gloves;01/07/2013 0:00;;Activo;Gloves;Guantes;3;Clothing;Prenda
464;GL-H102-M;20;Half-Finger Gloves, M;Guantes Medio Dedo, M;9,7136;VERDADERO;Negro;4;3;23,5481;M;M;;0;S ;14,1289;;U ;Half-Finger Gloves;01/07/2012 0:00;27/12/2008 0:00;;Gloves;Guantes;3;Clothing;Prenda
465;GL-H102-M;20;Half-Finger Gloves, M;Guantes Medio Dedo, M;9,1593;VERDADERO;Negro;4;3;24,49;M;M;;0;S ;14,694;;U ;Half-Finger Gloves;01/07/2013 0:00;;Activo;Gloves;Guantes;3;Clothing;Prenda
466;GL-H102-L;20;Half-Finger Gloves, L;Guantes Medio Dedo, L;9,7136;VERDADERO;Negro;4;3;23,5481;L;L;;0;S ;14,1289;;U ;Half-Finger Gloves;01/07/2012 0:00;27/12/2008 0:00;;Gloves;Guantes;3;Clothing;Prenda
467;GL-H102-L;20;Half-Finger Gloves, L;Guantes Medio Dedo, L;9,1593;VERDADERO;Negro;4;3;24,49;L;L;;0;S ;14,694;;U ;Half-Finger Gloves;01/07/2013 0:00;;Activo;Gloves;Guantes;3;Clothing;Prenda
468;GL-F110-S;20;Full-Finger Gloves, S;Guantes Full-Finger, S;15,6709;VERDADERO;Negro;4;3;37,99;S;S;;0;M ;22,794;;U ;Full-Finger Gloves;01/07/2012 0:00;27/12/2008 0:00;;Gloves;Guantes;3;Clothing;Prenda
469;GL-F110-M;20;Full-Finger Gloves, M;Full Guantes-Finger, M;15,6709;VERDADERO;Negro;4;3;37,99;M;M;;0;M ;22,794;;U ;Full-Finger Gloves;01/07/2012 0:00;27/12/2008 0:00;;Gloves;Guantes;3;Clothing;Prenda
470;GL-F110-L;20;Full-Finger Gloves, L;Guantes Para Todo El Dedo, L;15,6709;VERDADERO;Negro;4;3;37,99;L;L;;0;M ;22,794;;U ;Full-Finger Gloves;01/07/2012 0:00;27/12/2008 0:00;;Gloves;Guantes;3;Clothing;Prenda
471;VE-C304-S;25;Classic Vest, S;Chaleco Clásico, S;23,749;VERDADERO;Azul;4;3;63,5;S;S;;0;S ;38,1;;U ;Classic Vest;01/07/2013 0:00;;Activo;Vests;Camiseta;3;Clothing;Prenda
472;VE-C304-M;25;Classic Vest, M;Chaleco Clásico, M;23,749;VERDADERO;Azul;4;3;63,5;M;M;;0;S ;38,1;;U ;Classic Vest;01/07/2013 0:00;;Activo;Vests;Camiseta;3;Clothing;Prenda
473;VE-C304-L;25;Classic Vest, L;Chaleco Clásico, L;23,749;VERDADERO;Azul;4;3;63,5;L;L;;0;S ;38,1;;U ;Classic Vest;01/07/2013 0:00;;Activo;Vests;Camiseta;3;Clothing;Prenda
474;SH-W890-S;22;Women's Mountain Shorts, S;Pantalones Cortos De La Mujer De La Montaña, S;26,1763;VERDADERO;Negro;4;3;69,99;S;S;;0;M ;41,994;;W ;Women's Mountain Shorts;01/07/2013 0:00;;Activo;Shorts;Pantalones cortos;3;Clothing;Prenda
475;SH-W890-M;22;Women's Mountain Shorts, M;Pantalones Cortos De La Mujer De La Montaña, M;26,1763;VERDADERO;Negro;4;3;69,99;M;M;;0;M ;41,994;;W ;Women's Mountain Shorts;01/07/2013 0:00;;Activo;Shorts;Pantalones cortos;3;Clothing;Prenda
476;SH-W890-L;22;Women's Mountain Shorts, L;Pantalones Cortos De La Mujer De La Montaña, L;26,1763;VERDADERO;Negro;4;3;69,99;L;L;;0;M ;41,994;;W ;Women's Mountain Shorts;01/07/2013 0:00;;Activo;Shorts;Pantalones cortos;3;Clothing;Prenda
477;WB-H098;28;Water Bottle - 30 oz.;Botella De Agua - 30 Oz;1,8663;VERDADERO;NA;4;3;4,99;;NA;;0;S ;2,994;;;Water Bottle;01/07/2013 0:00;;Activo;Bottles and Cages;Portabotellas y botella;4;Accessories;Accesorio
478;BC-M005;28;Mountain Bottle Cage;Montaña De La Jaula De La Botella;3,7363;VERDADERO;NA;4;3;9,99;;NA;;0;M ;5,994;;;Mountain Bottle Cage;01/07/2013 0:00;;Activo;Bottles and Cages;Portabotellas y botella;4;Accessories;Accesorio
479;BC-R205;28;Road Bottle Cage;Camino De La Jaula De La Botella;3,3623;VERDADERO;NA;4;3;8,99;;NA;;0;R ;5,394;;;Road Bottle Cage;01/07/2013 0:00;;Activo;Bottles and Cages;Portabotellas y botella;4;Accessories;Accesorio
480;PK-7098;37;Patch Kit/8 Patches;Patch Kit / 8 Parches;0,8565;VERDADERO;NA;4;3;2,29;;NA;;0;S ;1,374;;;Patch kit;01/07/2013 0:00;;Activo;Tires and Tubes;Cubierta y cámara;4;Accessories;Accesorio
481;SO-R809-M;23;Racing Socks, M;Carreras De Calcetines, M;3,3623;VERDADERO;Blanco;4;3;8,99;M;M;;0;R ;5,394;;U ;Racing Socks;01/07/2013 0:00;;Activo;Socks;Calcetines;3;Clothing;Prenda
482;SO-R809-L;23;Racing Socks, L;Calcetines De Carreras, L;3,3623;VERDADERO;Blanco;4;3;8,99;L;L;;0;R ;5,394;;U ;Racing Socks;01/07/2013 0:00;;Activo;Socks;Calcetines;3;Clothing;Prenda
483;RA-H123;26;Hitch Rack - 4-Bike;El Enganche Rack - 4-Bici;44,88;VERDADERO;NA;4;3;120;;NA;;0;S ;72;;;Hitch Rack - 4-Bike;01/07/2013 0:00;;Activo;Bike Racks;Portabicicletas;4;Accessories;Accesorio
484;CL-9009;29;Bike Wash - Dissolver;Lavar Moto - Disolvente;2,9733;VERDADERO;NA;4;3;7,95;;NA;;0;S ;4,77;;;Bike Wash;01/07/2013 0:00;;Activo;Cleaners;Limpiador;4;Accessories;Accesorio
485;FE-6654;30;Fender Set - Mountain;Fender Set - Montaña;8,2205;VERDADERO;NA;4;3;21,98;;NA;;0;M ;13,188;;;Fender Set - Mountain;01/07/2013 0:00;;Activo;Fenders;Guardabarros;4;Accessories;Accesorio
486;ST-1401;27;All-Purpose Bike Stand;Todos Los Fines De Soporte De La Bici;59,466;VERDADERO;NA;4;3;159;;NA;;0;M ;95,4;;;All-Purpose Bike Stand;01/07/2013 0:00;;Activo;Bike Stands;Soporte para bicicletas;4;Accessories;Accesorio
487;HY-1023-70;32;Hydration Pack - 70 oz.;La Hidratación Pack - 70 Oz.;20,5663;VERDADERO;Plateado;4;3;54,99;70;70;;0;S ;32,994;;;Hydration Pack;01/07/2013 0:00;;Activo;Hydration Packs;Sistema de hidratación;4;Accessories;Accesorio
488;SJ-0194-S;21;Short-Sleeve Classic Jersey, S;Corto-Manga Clásico Jersey, S;41,5723;VERDADERO;Amarillo;4;3;53,99;S;S;;0;S ;32,394;;U ;Short-Sleeve Classic Jersey;01/07/2013 0:00;;Activo;Jerseys;Jersey;3;Clothing;Prenda
489;SJ-0194-M;21;Short-Sleeve Classic Jersey, M;Corto-Manga Clásico Jersey, M;41,5723;VERDADERO;Amarillo;4;3;53,99;M;M;;0;S ;32,394;;U ;Short-Sleeve Classic Jersey;01/07/2013 0:00;;Activo;Jerseys;Jersey;3;Clothing;Prenda
490;SJ-0194-L;21;Short-Sleeve Classic Jersey, L;Corto-Manga Clásico Jersey, L;41,5723;VERDADERO;Amarillo;4;3;53,99;L;L;;0;S ;32,394;;U ;Short-Sleeve Classic Jersey;01/07/2013 0:00;;Activo;Jerseys;Jersey;3;Clothing;Prenda
491;SJ-0194-X;21;Short-Sleeve Classic Jersey, XL;Corto-Manga Clásico Jersey, Xl;41,5723;VERDADERO;Amarillo;4;3;53,99;XL;XL;;0;S ;32,394;;U ;Short-Sleeve Classic Jersey;01/07/2013 0:00;;Activo;Jerseys;Jersey;3;Clothing;Prenda
492;FR-T98Y-60;16;HL Touring Frame - Yellow, 60;Hl Frame Touring - Amarillo, 60;601,7437;VERDADERO;Amarillo;500;375;1003,91;60;60-62 CM;3,08;1;T ;602,346;H ;U ;HL Touring Frame;01/07/2013 0:00;;Activo;Touring Frames;Cuadro de paseo;2;Components;Componente
493;FR-T67Y-62;16;LL Touring Frame - Yellow, 62;Ll Marco Touring - Amarillo, 62;199,8519;VERDADERO;Amarillo;500;375;333,42;62;60-62 CM;3,2;1;T ;200,052;L ;U ;LL Touring Frame;01/07/2013 0:00;;Activo;Touring Frames;Cuadro de paseo;2;Components;Componente
494;FR-T98Y-46;16;HL Touring Frame - Yellow, 46;Hl Marco Touring - Amarillo, 46;601,7437;VERDADERO;Amarillo;500;375;1003,91;46;42-46 CM;2,96;1;T ;602,346;H ;U ;HL Touring Frame;01/07/2013 0:00;;Activo;Touring Frames;Cuadro de paseo;2;Components;Componente
495;FR-T98Y-50;16;HL Touring Frame - Yellow, 50;Hl Frame Touring - Amarillo, 50;601,7437;VERDADERO;Amarillo;500;375;1003,91;50;48-52 CM;3;1;T ;602,346;H ;U ;HL Touring Frame;01/07/2013 0:00;;Activo;Touring Frames;Cuadro de paseo;2;Components;Componente
496;FR-T98Y-54;16;HL Touring Frame - Yellow, 54;Hl Frame Touring - Amarillo, 54;601,7437;VERDADERO;Amarillo;500;375;1003,91;54;54-58 CM;3,04;1;T ;602,346;H ;U ;HL Touring Frame;01/07/2013 0:00;;Activo;Touring Frames;Cuadro de paseo;2;Components;Componente
497;FR-T98U-46;16;HL Touring Frame - Blue, 46;Hl Marco Touring - Azul, 46;601,7437;VERDADERO;Azul;500;375;1003,91;46;42-46 CM;2,96;1;T ;602,346;H ;U ;HL Touring Frame;01/07/2013 0:00;;Activo;Touring Frames;Cuadro de paseo;2;Components;Componente
498;FR-T98U-50;16;HL Touring Frame - Blue, 50;Hl Marco Touring - Azul, 50;601,7437;VERDADERO;Azul;500;375;1003,91;50;48-52 CM;3;1;T ;602,346;H ;U ;HL Touring Frame;01/07/2013 0:00;;Activo;Touring Frames;Cuadro de paseo;2;Components;Componente
499;FR-T98U-54;16;HL Touring Frame - Blue, 54;Hl Marco Touring - Azul, 54;601,7437;VERDADERO;Azul;500;375;1003,91;54;54-58 CM;3,04;1;T ;602,346;H ;U ;HL Touring Frame;01/07/2013 0:00;;Activo;Touring Frames;Cuadro de paseo;2;Components;Componente
500;FR-T98U-60;16;HL Touring Frame - Blue, 60;Hl Marco Touring - Azul, 60;601,7437;VERDADERO;Azul;500;375;1003,91;60;60-62 CM;3,08;1;T ;602,346;H ;U ;HL Touring Frame;01/07/2013 0:00;;Activo;Touring Frames;Cuadro de paseo;2;Components;Componente
501;RD-2308;9;Rear Derailleur;Cambio Trasero;53,9282;VERDADERO;Plateado;500;375;121,46;;NA;215;1;;72,876;;;Rear Derailleur;01/07/2013 0:00;;Activo;Derailleurs;Desviador;2;Components;Componente
502;FR-T67U-50;16;LL Touring Frame - Blue, 50;Ll Marco Touring - Azul, 50;199,8519;VERDADERO;Azul;500;375;333,42;50;48-52 CM;3,1;1;T ;200,052;L ;U ;LL Touring Frame;01/07/2013 0:00;;Activo;Touring Frames;Cuadro de paseo;2;Components;Componente
503;FR-T67U-54;16;LL Touring Frame - Blue, 54;Ll Marco Touring - Azul, 54;199,8519;VERDADERO;Azul;500;375;333,42;54;54-58 CM;3,14;1;T ;200,052;L ;U ;LL Touring Frame;01/07/2013 0:00;;Activo;Touring Frames;Cuadro de paseo;2;Components;Componente
